company,team_size,contact_name,contact_title,industry,employee_count,has_field_service,field_service_scale,icp_score,fit_level,reasoning_text,recommended_action,talking_points_text,confidence,business_model,description
Crane 1 Services,1.0,,,Overhead Crane and Hoist Services,unknown,True,medium,58,Medium,"Industrial manufacturing (crane/hoist services) is a strong industry fit for Ascendo.AI's target verticals, with complex field service operations and compliance requirements | Employee count unknown is a red flag - medium-scale field service operations likely fall short of the 500+ employee minimum; unable to confirm enterprise complexity | Tech stack includes FSM/CRM systems which aligns with Ascendo integrations, but no specific platform names identified limits confidence in compatibility | Regional support operations fall significantly short of the global/multi-region ideal; likely lacks the high ticket volume and distributed support complexity that drives ROI | Single attendee with no identified contact means no visibility into decision-maker level; unable to assess if this is a VP/Director of Service Operations or junior stakeholder | Field service operations are present and relevant, but medium scale and regional scope suggest this may be an SMB rather than mid-market enterprise",Booth approach,"Service coordination complexity: Managing distributed crane maintenance across multiple customer sites - how are field technicians, scheduling, and customer communication currently managed? | Compliance and safety documentation: Crane services likely have regulatory requirements (OSHA, certification tracking) - are these integrated with your FSM system? | Technician utilization and first-time fix rates: Opportunity to improve response times and reduce repeat visits in field service operations",medium,service_provider,"Crane 1 Services provides overhead crane and hoist maintenance, safety, and reliability services to businesses across various industries, with a focus on customer service and employee culture."
DSL Ltd.,1.0,,,Business Automation & Field Service Management,unknown,True,medium,56,Medium,"Strong industry alignment: DSL operates in Business Automation & Field Service Management, directly targeting Ascendo.AI's core verticals with demonstrated FSM expertise | Size uncertainty is a major constraint: Employee count unknown but likely mid-market; lacks the 500+ employee scale (ideally 2000+) that indicates the ticket volume and complexity Ascendo serves | Tech stack partially aligned: Uses IFS Enterprise Service Management and IFS Mobile Workforce Management (strong FSM platforms), but no mention of Ascendo's preferred CRM integrations (Salesforce, ServiceNow, Dynamics 365) | Operations scale mismatch: Regional support operations fall short of the global/multi-region requirement; 'medium' field service scale suggests lower ticket volumes than ideal ICP | No identified decision-maker: Single attendee with no contact name means no clarity on persona; likely not a VP/Head of Support or Director of Service Operations | Penalty applied: Limited team representation (1 attendee) suggests low buying interest/engagement",Booth approach,"DSL's IFS platform expertise creates natural integration opportunity—we can enhance their FSM deployment with AI-driven ticket optimization | As FSM/CRM solution providers, they likely support clients with complex support operations; Ascendo could become a value-add offering for their customer base | Field service workforce management is core to their business; AI-driven routing and resolution prediction could differentiate their service offerings",medium,service_provider,DSL Ltd. is a business automation partner providing CRM and field service management solutions with enterprise-grade ticket resolution and workforce management capabilities.
Deloitte Consulting LLP,,Brett Buresh,"Field Service Leader, Senior Manager",Professional Services / Management Consulting,"300,000+",False,none,56,Medium,"Industry mismatch: Deloitte is a consulting/services provider, not a product company with field service operations. They don't manufacture or deploy complex products requiring technical support. | Company size is well above threshold (300k+ employees) but this scale doesn't correlate with Ascendo's ICP need for enterprises managing their own field service complexity. | Strong Salesforce stack alignment (Sales Cloud, Service Cloud, Marketing Cloud, Wave Analytics) indicates CRM sophistication and potential integration capability. | Global support operations present, but these are service delivery and consulting operations rather than customer support/field service operations that generate high ticket volumes from product issues. | Contact title 'Field Service Leader, Senior Manager' suggests service delivery leadership, not support/service operations decision-making authority for product support systems. | Critical blocker: 'has_field_service: false' and 'field_service_scale: none' - Deloitte does not operate field service for products. They provide consulting services to implement field service for others. | Zero conference attendees represents minimal engagement signal and lack of buying committee assembly.",Booth approach,"Deloitte is a service provider, not a product company - wrong buyer profile for Ascendo's use case | While they have Salesforce expertise, their field service needs are as a consulting implementer, not as an operator managing customer support complexity | Could be valuable as a potential implementation/referral partner rather than direct customer",high,service_provider,"Deloitte Consulting LLP is a global professional services firm that provides CRM implementation, digital transformation, and consulting services, with particular expertise in Salesforce deployments across industries including life sciences, manufacturing, and enterprise sectors."
HORIBA Instruments Incorporated,6.0,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",unknown,True,medium,55,Medium,"Industrial manufacturing is a strong fit for Ascendo.AI's ICP, and HORIBA's focus on analytical instruments aligns with complex product support needs | Employee count unknown is a significant gap; 'medium' field service scale suggests likely below the 500+ employee threshold, placing them in lower-mid market | No tech stack data available and no mention of FSM/CRM platform usage (ServiceNow, Salesforce, etc.) - critical integration requirement unmet | Global support operations align with ICP requirements, but 'medium' field service scale indicates insufficient support volume complexity | No named contact or persona information provided; 6 attendees at conference suggests potential for decision-makers, but none identified | Medium field service operations and global presence earn modest adjustment; lack of verified employee count and tech stack prevent higher scoring",Booth approach,"Complex analytical instruments require sophisticated field service coordination - HORIBA likely manages technician scheduling, parts inventory, and service documentation across multiple regions | Multi-industry customer base (automotive, energy, life sciences) creates compliance and documentation challenges that Ascendo.AI's platform could streamline | Potential to consolidate global field service operations and reduce first-contact resolution time through better technician knowledge management and asset visibility",medium,manufacturer,"HORIBA Instruments Incorporated manufactures and provides analytical instruments, integrated solutions, and consulting services for material property analysis across automotive, chemistry, energy, electronics, and life sciences industries."
Lytx,,Brendon Hill,"Senior Vice President, Product Technology",Fleet Management & Telematics,unknown,True,large,54,Medium,"Industry is adjacent but not ideal - Fleet Management/Telematics is not a core target vertical; however, Lytx does operate field service at scale (large driver/asset management footprint) | Employee count unknown is a constraint; industry profile suggests mid-size but lacks clarity on true organizational complexity needed for Ascendo's solution | Tech stack shows no mention of FSM/CRM platforms (ServiceNow, Salesforce, ServiceMax); video telematics and in-cab alerts don't indicate integrated support/service ticketing systems Ascendo targets | Global support operations confirmed, but signal strength is moderate - field service is asset/driver-focused rather than customer support/technical service operations typical of ICP | SVP Product Technology is technically-oriented but may not own service operations, support, or field service budget decisions; not ideal buyer persona (would need VP Service Ops, VP Support, or Director Service Operations) | No indication of high-volume technical support demand or compliance-heavy support model that drives Ascendo ROI",Booth approach,"Driver safety and fleet compliance could benefit from streamlined support ticketing for field technician coordination across global regions | If Lytx manages multi-tier support for enterprise customers (fleet operators), Ascendo could optimize internal/customer-facing support workflows | Video telematics incident response could integrate with structured case management and field dispatch automation",high,service_provider,"Lytx provides video telematics and fleet management solutions to help organizations manage mobile assets, improve driver safety, reduce collisions, and lower insurance costs."
Telaid,1.0,,,Technology Integration & Field Service,Unknown - hybrid model with W-2 employees plus third-party network,True,large,54,Medium,"Industry alignment is strong - technology integration and field service delivery directly matches Ascendo.AI's target verticals, with enterprise deployment expertise indicating complex product support needs | Company size is uncertain but hybrid W-2 plus third-party network model suggests mid-market scale; lack of employee count data prevents higher scoring, though 'large' field service scale is positive signal | Tech stack completely unknown with no data provided - cannot confirm FSM/CRM platform usage (ServiceNow, Salesforce, ServiceMax, etc.) which is critical integration requirement | Operations appear regional rather than global/multi-region, limiting alignment with ICP preference for global support infrastructure and high-volume ticket operations | Single attendee with no contact information means no identified decision-maker; persona cannot be scored and represents major gap for sales engagement | Negative adjustment applied: only 1 attendee (vs. team of 5+ bonus threshold), no identified buyer persona, and uncertainty around actual employee count and tech platform investments",Booth approach,Field service complexity management: Complex enterprise deployments across multi-site clients create ticket volume and coordination challenges that FSM automation could streamline | Hybrid workforce optimization: Coordinating W-2 employees with third-party network requires intelligent scheduling and knowledge management - core Ascendo.AI strengths | Lifecycle support scalability: End-to-end support model could benefit from integrated FSM/CRM platform to reduce manual coordination and improve first-contact resolution,high,service_provider,Telaid is a technology integrator specializing in complex enterprise technology deployments and end-to-end lifecycle support for multi-site clients using a hybrid field service delivery model.
HYTEC,1.0,,,"Electronics Manufacturing Services, Aftermarket Support, Vertical Transportation, Retail & Financial Technology",unknown,True,large,53,Medium,"Strong industry alignment: Electronics manufacturing, aftermarket support, and vertical transportation are within/adjacent to target verticals (industrial manufacturing, field service); financial tech is tangential | Size unclear but likely suboptimal: Unknown employee count is a red flag; 40+ year company suggests maturity, but field service at 'large scale' doesn't confirm 500+ employee threshold | Weak tech stack match: Only CRM solutions mentioned with no specific platforms named (ServiceNow, Salesforce, SAP, etc.); no evidence of FSM platform adoption | Regional operations limit fit: Support described as 'regional' not global/multi-region; likely insufficient ticket volume complexity vs. target enterprises | No qualified buyer contact: Single attendee with no name/title identified; cannot confirm C-level or VP-level Service Operations decision-maker presence",Booth approach,"Aftermarket support complexity: With 40+ years in service-heavy verticals, HYTEC likely faces growing technical support ticket volumes and field technician coordination challenges that Ascendo.AI can streamline | CRM-to-FSM gap: Current CRM solutions may lack field service optimization; demonstrate how AI-powered FSM enhances technician productivity and first-contact resolution across their service regions | OEM support scaling: As HYTEC grows across multiple verticals (retail, financial, vertical transportation), centralized AI-driven support intelligence can unify fragmented regional operations and reduce support costs",medium,service_provider/distributor,"Hytec provides customized aftermarket electronics manufacturing and field service solutions for OEMs, retailers, financial institutions, and vertical transportation industries with 40+ years of experience."
"Hytec Dealer Services, Inc.",,Bruce Nelson,"Vice President, Strategic Initiatives",Electronics Repair & After-Sales Support Services,unknown,True,medium,53,Medium,"Electronics repair and after-sales support aligns well with Ascendo's target industries (industrial manufacturing, field service), though not a primary vertical | Unknown employee count is a major gap; 'medium' field service scale suggests likely 100-500 employees, below the 500+ preference and well below 2000+ ideal | No tech stack data provided and no indication of FSM/CRM platform usage (ServiceNow, Salesforce, etc.); likely using legacy or basic systems given regional operations | Regional support operations fall short of global/multi-region requirement; medium field service scale indicates lower ticket volume than ideal | VP Strategic Initiatives is adjacent to service operations but not a direct service/support buyer; may have influence but likely not primary decision-maker | No conference attendance signals low priority/budget commitment; confidence level is only 'medium'",Booth approach,"Complexity of multi-product field service (circuit board, electromechanical, power protection) creates support coordination challenges that modern FSM platforms solve | Regional expansion of support operations requires better visibility and routing—Ascendo integrates with platforms to streamline field technician dispatch | Long operational history (since 1981) suggests legacy processes; modernizing support systems could improve response times and customer retention for imaging equipment clients",medium,service_provider,"Hytec Dealer Services provides circuit board repair, electromechanical repair, and power protection solutions with field service support for imaging equipment manufacturers and service organizations since 1981."
Oracle,,John Ranalli,"Director, Product Management, Oracle Fusion Service and Field Service",Enterprise Software & Cloud Computing,"135,000+",True,large,51,Medium,"Oracle is a SOFTWARE VENDOR, not an end-customer with field service operations—they sell FSM solutions rather than use them for their own support needs | While Oracle has massive scale (135k+ employees) and global operations, they are a competitor/platform provider, not a buyer of field service optimization software | Oracle FSM is their own proprietary platform—they would not integrate with or purchase Ascendo.AI services; they compete in the same space | The contact (Director, Product Management for Oracle Fusion Service) is responsible for BUILDING products, not buying external service optimization tools for internal operations | No indication Oracle has significant internal field service operations requiring external optimization—their field service is delivered through their software, not as a core business function",Booth approach,,high,Software/SaaS Provider,"Oracle provides enterprise cloud software solutions including a comprehensive Field Service Management platform that automates scheduling, dispatch, and technician management for global service operations."
Consultant,,Marta Riggins,"Former Employer Brand Lead at Instacart, LinkedIn, Pandora, Strategic",Software/Technology - Enterprise Solutions,1000+,True,large,50,Medium,"Industry mismatch: Consultant is a software implementation firm, not an end-user operating field service or support at scale. They sell solutions rather than operate them, placing them outside core ICP industries (telecom, manufacturing, HVAC, medical devices, etc.) | Size adequate but wrong segment: While 1000+ employees meets scale requirements, this is a consulting/services firm, not a B2B product company with complex technical support demands. They don't face the support ticket volume or field service complexity Ascendo targets | Tech stack alignment is strong but misleading: They extensively use ServiceNow, Salesforce, and Zoho FSM—all core integrations. However, they deploy these for clients rather than operating them internally, so they wouldn't be a user of Ascendo's AI support optimization | Operations are global but not support-centric: Global operations exist for client delivery/consulting, not for handling high-volume technical support or field service tickets that Ascendo solves for | Persona is misaligned: Former Employer Brand Lead is HR/recruiting focused, not a service operations, support, or field service decision-maker. No VP/Head of Support or service ops contact indicated | Conference attendance penalty: No attendees from the company indicates low engagement priority and unlikely champion within organization",Booth approach,"PAIN POINT: As an implementer, they could position Ascendo AI to their FSM/CRM clients as an add-on solution for post-deployment support optimization | VALUE PROP: Reseller/partner opportunity—help their enterprise clients reduce support costs and improve field service efficiency after implementation | USE CASE: Position as enabling services practice—offer Ascendo-powered support optimization as a managed service add-on to their ServiceNow/Salesforce implementations",medium,SaaS provider,"Enterprise software consulting firm specializing in CRM and field service management solutions implementation, optimization, and customer adoption."
Magid Glove & Safety,1.0,,,Personal Protective Equipment (PPE) Manufacturing & Distribution,500-1000,True,medium,50,Medium,"Industrial manufacturing (PPE) is a target industry with field service operations (onsite assessments), but PPE manufacturing is less complex technically than telecom/medical devices/HVAC - lower alignment | 500-1000 employees meets minimum threshold but falls short of ideal 2000+; medium field service scale suggests moderate complexity vs. heavy technical support demand | CRM-only tech stack is underdeveloped; no mention of FSM platforms (ServiceNow, ServiceMax, Salesforce FSC) that Ascendo integrates with - suggests immature service operations infrastructure | Regional support operations (not global/multi-region) with unclear ticket volume suggests they may lack the scale and complexity driving urgent need for advanced service optimization | Only 1 attendee with no identified contact name/title - cannot assess if decision-maker or influencer; no persona fit confirmed | Penalty for small conference team (1 attendee vs. 5+ ideal) and medium field service scale relative to target complexity; no compliance signals noted",Booth approach,Optimize field assessment routing and scheduling across regional onsite customization services to improve technician utilization and delivery speed | Reduce support tickets and improve first-contact resolution by integrating technical documentation into your CRM workflow for PPE customization requests | Scale from regional to multi-region support operations with visibility into field technician productivity and customer satisfaction metrics,medium,manufacturer/distributor,"Fourth-generation family-owned manufacturer and distributor of work gloves, safety equipment, and PPE with onsite assessment and customization services."
Appify,,Hari Subramanian,CEO,Software/SaaS - Enterprise Solutions,unknown,True,large,44,Low,"Industry mismatch: Appify is a software/SaaS vendor, not an end-user enterprise with field service operations. They're a solution provider, not a buyer of support/service solutions. | Size unknown and likely misaligned: No employee count provided; as a platform provider rather than an enterprise with support operations, they likely don't match the 500-2000+ employee requirement for complex support demand. | Tech stack partially relevant but inverted relationship: Appify builds FSM/CRM solutions rather than using them. They're a vendor in the space Ascendo integrates with, creating a competitor/partnership dynamic rather than customer alignment. | Operations: While they have global support, the context suggests support for their product, not the complex multi-regional technical support operations Ascendo targets. | Wrong buyer persona: CEO is a strategic stakeholder, but lacks direct decision-making authority for support/service operations solutions. Missing VP of Support, Head of Service Operations, or similar titles. | Penalty applied: No indication this company has field service operations as an end-user (they provide FSM software). Represents fundamental ICP misalignment (-8 adjustment).",Research more,"Partnership opportunity: Appify could integrate Ascendo's support automation into their FSM platform to enhance customer success for their end-users | Inverse positioning: Rather than a customer, Appify is a potential ecosystem partner whose customers would be ideal Ascendo targets | Redirect strategy: CEO should be encouraged to introduce Ascendo to their enterprise customers operating large field service teams",high,SaaS/Software Platform Provider,"Appify is a no-code SaaS platform providing Field Service Management, Partner Relationship Management, and CRM solutions that enable companies to manage work orders, assets, inventory, and field team operations."
Trystar,1.0,,,Electrical Power Solutions & Equipment Manufacturing,unknown,True,medium,43,Low,"Strong industry alignment: energy/power solutions is a core target, with critical infrastructure focus matching ICP's compliance-heavy verticals | Size is a significant gap: employee count unknown but medium-scale field service suggests likely 200-800 range, below the 500+ minimum and well below 2000+ ideal | Tech stack completely unknown with no signals of FSM/CRM platform adoption—critical integration requirement unmet | Operations are regional not global, limiting support complexity and ticket volume that drives Ascendo.AI value | Conference attendee appears to be solo representative (1 person), likely IC or junior manager, not a VP/Director-level decision-maker for service operations | Penalty applied for single attendee showing low organizational commitment and likely limited budget authority",Research more,"Critical infrastructure support: Power systems require 24/7 uptime and compliance logging—Ascendo.AI automates ticket routing and ensures response SLA compliance across regional locations | Complex multi-location coordination: With field service across data centers, healthcare, and utilities, consolidating support workflows reduces coordination overhead and improves first-contact resolution | Scalability for growth: As Trystar expands service footprint, modern FSM/CRM integration avoids legacy system lock-in and enables faster onboarding of new service regions",medium,manufacturer/service_provider,"Trystar manufactures and services critical power distribution, backup power, and energy storage systems for data centers, healthcare, and utilities with dedicated field service support."
Impel Companies,,Adam Gloss,Chief Operating Officer,Software/SaaS - CRM and Automotive Sales Solutions,unknown,False,none,42,Low,"Industry mismatch: Impel operates in automotive/retail SaaS, not core Ascendo target verticals (telecom, manufacturing, medical devices, HVAC). While they serve B2B, it's as a platform provider, not an enterprise with internal field service operations. | Size unknown but likely mid-market: Employee count not provided; likely smaller than 500+ ideal target. As a SaaS provider focused on customer-facing solutions, they may lack the complex internal field service operations Ascendo targets. | Tech stack partial fit: Uses CRM, DMS integration, and automation tools, but no mention of FSM platforms (ServiceNow, ServiceMax, SAP) that Ascendo deeply integrates with. Their stack is sales/marketing-focused, not field service operations-focused. | Operations are global but not service-delivery focused: While they support 51 countries, this is SaaS delivery infrastructure, not field service ticket volume/complexity. No evidence of large technical support or field technician management. | Wrong buyer persona: COO is a C-level decision-maker but not the service/support operations owner. Ascendo's ideal buyer is VP of Support, Head of Service Operations, or Field Service leadership—roles managing service delivery costs and field technician productivity. | Critical gap—no field service operations: Impel is a service provider selling to others; they don't appear to have significant internal field service, which is foundational to Ascendo's value proposition.",Research more,"Not a fit for core Ascendo solution due to lack of field service operations and misaligned buyer persona | Could explore partnership angle if Impel's automotive customers have field service needs (e.g., dealership technician support, service scheduling), but would require warm introduction to service operations leaders at their customer accounts | COO may be useful for understanding Impel's operational priorities but unlikely to champion an internal field service AI solution",high,service_provider,"Impel is an omnichannel SaaS platform providing integrated CRM and AI-powered solutions for automotive and retail businesses, delivering hyper-personalized shopper experiences across 51 countries."
Skyllful,,Justin Lake,CEO and Co-founder,Enterprise Software / Training & Development,unknown,False,none,40,Low,"Industry mismatch: Skyllful is a training/LMS provider, not an enterprise with complex products requiring support. They serve field service workers but are not themselves a field service company with support operations. | Company size unknown but described as service provider - likely insufficient scale and complexity for Ascendo's needs (target 500-2000+ employees). | Tech stack shows learning/training focus, no mention of FSM/CRM platforms (ServiceNow, Salesforce, SAP, ServiceMax, etc.) that Ascendo integrates with. | Global support operations noted, but this is their delivery model as a service provider, not internal support operations managing high-volume technical tickets. | CEO/Co-founder is strong persona for their company, but not the VP/Director of Support/Service Operations that Ascendo targets for decision-making. | Critical signal absent: Skyllful has no field service operations of their own - they enable others' field service through training. Ascendo targets companies WITH field service operations.",Research more,"Potential partnership angle: Ascendo could help Skyllful's customers (FSM companies) with technical support for workers adopting new systems | Skyllful's clients (telecom, industrial, HVAC companies) may be Ascendo prospects, but Skyllful itself is not the ICP | Not a fit for Ascendo's current GTM - wrong buyer, wrong problem, wrong company type",high,service_provider,"Skyllful is a frontline employee training solution provider that specializes in helping field service workers and other frontline employees adopt enterprise technology and mobile apps through embedded, workflow-integrated training."
Liquiserve LLC,1.0,Steven Bolton,President,Commercial and Industrial Machinery Maintenance / Beverage Equipment Service,11-50,True,medium,39,Low,"Industry alignment is moderate - beverage equipment service is tangential to target industries (HVAC/industrial), but not a primary vertical. Field service exists but lacks the complexity/technical depth of telecom or medical devices. | Company size (11-50 employees) is significantly below ICP threshold of 500+. At this scale, they lack the operational complexity and budget that justify enterprise FSM/CRM solutions. | No existing tech stack data suggests they're not using ServiceNow, Salesforce, SAP, or similar platforms that Ascendo.AI integrates with - likely using basic tools or spreadsheets. | Regional operations with medium field service scale don't match the global/multi-region, high-ticket-volume operations profile. Regional support is inherently less complex. | President is appropriate decision-maker for their size, but Ascendo.AI targets VP/Director-level personas managing large support organizations - different scale of authority and budget. | Single attendee at conference suggests limited organizational commitment to sales engagement or support transformation initiatives.",Research more,"Current pain point: As field technicians scale, coordinating same-day/next-day service across territory becomes increasingly manual and error-prone | Value prop: Ascendo.AI can help route technicians more efficiently and reduce response times, but positioning should emphasize growth enablement vs. enterprise compliance | Use case: If Liquiserve expands to multi-state operations or adds 50+ technicians, FSM automation becomes critical - position as future-state solution",high,service_provider,"Liquiserve LLC provides expert repair and maintenance services for hot and cold beverage dispensing equipment across their operating territory, employing field service technicians who respond to service calls with same-day or next-day availability."
Rich products,1.0,,,Field Service Management / CRM Software,unknown,True,medium,34,Low,"Industry alignment is partial - Rich Products operates in Field Service Management/CRM, which is in Ascendo.AI's target space, but they appear to be a software provider rather than an enterprise end-user with field service operations | Company size is unknown but employee count data missing; described as 'medium scale' field service suggests SMB rather than 500+ employee enterprise that Ascendo targets | Tech stack shows they build FSM/CRM solutions but no indication they use Ascendo-compatible platforms (ServiceNow, Salesforce, ServiceMax) - they appear to be a competitor/adjacent player, not a customer | Support operations are unknown and not indicated as global/multi-region; no signal of high-volume support ticket environments | No contact identified and only 1 attendee at conference - cannot confirm persona is a decision-maker for support/service operations | Penalty applied: Company appears to be a software vendor selling FSM solutions rather than an enterprise buyer needing Ascendo's support operations platform; misaligned business model",Research more,If Rich Products serves enterprise customers: How do your clients optimize support operations and field service coordination across regions? | Potential integration opportunity: Does your platform integrate with support operations platforms to enhance your customers' tech stacks? | Likely not a fit: Rich Products seems positioned as a solution provider competing in Ascendo's market rather than as an end-user enterprise,medium,software_provider,"Service Raider is a flexible, cloud-based field service CRM platform designed for service businesses with features including multi-location management, lead tracking, job scheduling, equipment requirements, and customer notifications."
Impell,1.0,,,Software/SaaS - CRM and Automotive Sales Solutions,Unknown,False,none,34,Low,"Industry mismatch: Impel operates in automotive/B2B SaaS CRM space, not in Ascendo's target verticals (telecom, medical devices, industrial manufacturing, HVAC, etc.) | No field service operations: Impel explicitly has 'has_field_service: false' and 'field_service_scale: none' - this is a critical disqualifier for Ascendo's core value proposition | Unknown company size with only 1 conference attendee suggests small-to-mid market player, below the 500+ employee threshold | Tech stack includes CRM/Sales automation but no mention of FSM platforms (ServiceNow, ServiceMax, etc.) that Ascendo integrates with | No identified persona: Single attendee with no contact name limits ability to route to decision-makers (VP Support/Service Operations) | Global support operations signal is present but insufficient without field service complexity driving support volume",Research more,"If Impel has undisclosed field service/support operations for automotive clients, those could benefit from Ascendo's field service automation | CRM platform consolidation: Ascendo could enhance their existing CRM with specialized field service and support analytics | Automotive aftermarket support: Vehicle servicing networks often have complex support demands that Ascendo handles well",medium,service_provider,"Impel is an integrated omnichannel CRM platform that centralizes customer data (accounts, contacts, opportunities) and automates sales, marketing, and service operations, with specialized solutions for automotive and B2B/B2C industries."
IMS Services,,Maor Vered,Global Service Director,Enterprise Software & Consulting,unknown,False,none,32,Low,"IMS is a Salesforce consulting firm, not an end-user enterprise with field service operations—they are a service provider/vendor, not a target customer | No field service operations mentioned; they architect CRM solutions rather than operate field service themselves, which is a core ICP requirement | Employee count unknown and business model suggests likely smaller consulting firm without the 500+ employee scale needed | While they use Salesforce (good tech stack fit), they lack global support operations and high-ticket-volume support demand—the core use case for Ascendo.AI | Global Service Director is operationally focused but wouldn't be a buyer for support/service optimization software; they're focused on delivering consulting services | Zero signals for compliance requirements, complex products, or technical support operations that drive Ascendo.AI demand",Research more,"Not a fit—IMS sells CRM implementation services rather than operating support/field service themselves | Could potentially be a channel/partner opportunity if they service customers in target verticals, but not a direct user | Recommend disqualifying and refocusing prospecting on enterprises with active field service operations",medium,service_provider,"IMS is a Salesforce consulting firm that architects, builds, and implements tailored CRM solutions to connect sales, marketing, services and support on a single platform."
Biotronics3D,,Tanya Singh,Chief Commercial Officer,Medical Imaging Software / Healthcare Technology,3-50,False,none,31,Low,"Medical devices/healthcare is a target industry, but Biotronics3D is a software provider rather than a device manufacturer—lower alignment than core verticals like telecom or industrial with heavy field service demands | At 3-50 employees, they fall well below the 500+ preferred threshold and lack the organizational complexity and support infrastructure that drives Ascendo.AI's value proposition | Tech stack shows medical imaging platforms (PACS, RIS, VNA) but no evidence of FSM/CRM systems (ServiceNow, Salesforce, SAP) that Ascendo.AI integrates with—appears to be a specialized healthcare IT stack | Regional support operations with no field service component means minimal technical support complexity and ticket volume—a core driver of Ascendo.AI ROI | CCO is a decision-maker for commercial strategy but not specifically for support/service operations; would likely defer to absent VP of Support or Service Operations | No field service operations is a critical gap—Ascendo.AI's primary use cases require field technician management, dispatch, and compliance tracking",Research more,"As you scale your 3Dnet platform globally, managing distributed support teams across regions becomes complex—Ascendo.AI can automate compliance documentation and support ticket routing | Healthcare's regulatory requirements (HIPAA, FDA) demand auditable support processes; our platform provides the governance layer for remote support and escalation tracking | If Biotronics3D expands into field implementation services or on-premise deployments, Ascendo.AI's FSM integration becomes critical for technician productivity and customer SLAs",high,SaaS service provider,"Biotronics3D develops FDA-cleared cloud-based medical imaging software solutions (3Dnet Enterprise Suite) providing PACS, RIS, VNA and visualization services for clinical diagnostics."
Coherent Corporation,1.0,Norman Apfelbaum,"Global VP, Worldwide Customer Service",Software Development & IT Solutions / Materials & Photonics,unknown,False,none,30,Low,"Industry misalignment: Coherent is primarily a B2B software development/services company, not a product company with complex field service operations. While they serve BFSI and industrial sectors, they are a service provider, not a manufacturer/enterprise with internal field service demands. | Company size unknown but likely misaligned: Employee count is unknown, but VP-level contact at a software services firm suggests mid-market scale, well below the 500+ employee threshold and far from the 2000+ ideal for Ascendo's complex support operations. | Tech stack weak fit: They use custom/proprietary systems (custom CRM, ERP, insurance-specific software) rather than the target FSM/CRM platforms (ServiceNow, Salesforce, SAP, ServiceMax). Limited integration opportunity. | Regional operations, not global: Support operations are regional, not global/multi-region. No indication of high-volume technical support or field service ticket complexity that drives Ascendo's value. | Field service operations absent: Explicitly marked 'no field service' - this is a core disqualifying signal for Ascendo's ICP. They are a software development services firm, not an enterprise with field technicians. | Persona is relevant but limited: Global VP of Customer Service is a strong title and decision-maker, but at a services company focused on software delivery, not field service or technical support operations.",Research more,"If Coherent has any field service delivery arm for enterprise customers, could discuss support ticket management for complex implementations | Potential conversation around customer support scaling as their service business grows | Limited relevance - recommend deprioritizing unless additional research reveals field service operations",low,service_provider,"Coherent Corporation is a diversified technology company offering bespoke software development services including custom CRM, ERP, and financial systems for BFSI and industrial sectors."
Biotronics 3D,1.0,,,Healthcare Technology / Medical Imaging Software,unknown,False,none,29,Low,"Medical devices/healthcare technology is a target industry, but Biotronics3D is software-focused, not a traditional medical device manufacturer with field service operations | Employee count unknown but likely smaller than 500+ threshold; single conference attendee suggests limited company size | No field service operations identified - core disqualifier for Ascendo.AI ICP; company focuses on cloud-based software delivery, not on-site technical support or equipment maintenance | Tech stack includes cloud/AI/enterprise suite but no mention of FSM/CRM platforms (ServiceNow, Salesforce, ServiceMax, etc.) that Ascendo integrates with | Global support operations exist but likely customer-facing software support, not internal field service management requiring FSM optimization | No contact identified; single attendee insufficient to validate decision-maker status or service operations leadership | Major penalty: absence of field service operations is a fundamental misalignment with Ascendo's core value proposition",Research more,"If Biotronics has hidden field service (e.g., on-site implementation/support teams), could explore ServiceNow/Salesforce integration for technician coordination | Healthcare compliance and distributed support teams managing clinical implementations - potential FSM use case if scaled | Unlikely fit: software-as-a-service model typically doesn't require field service management like industrial/telecom/HVAC sectors",high,service_provider,Biotronics3D develops cloud-based medical imaging and diagnostic software platforms that integrate with healthcare AI systems to improve clinical data analysis and multidisciplinary team collaboration.
C & D Industrial Maintenance,1.0,,,Industrial Maintenance & General Contracting,unknown,True,medium,27,Low,"Industrial maintenance is a secondary fit - aligns with manufacturing/field service verticals but lacks the complexity of primary targets (telecom, medical devices, data platforms) | Unknown employee count with medium-scale field service suggests likely 50-200 person company, well below 500+ employee threshold and lacking enterprise complexity | No tech stack identified; regional operator unlikely to have implemented FSM/CRM platforms that Ascendo integrates with (ServiceNow, Salesforce, etc.) | Regional support operations across Eastern US falls short of global/multi-region requirement; medium field service scale suggests low ticket volumes vs. enterprise demand | Single attendee with no identified contact role; unable to confirm decision-maker status for support/service operations | Penalty applied for lack of visible tech infrastructure and regional-only footprint mismatching enterprise ICP",Research more,"As field service expands, implementing FSM platform (ServiceMax, Salesforce Field Service) could unlock support scalability | Multi-location coordination across Eastern US could benefit from centralized support ticketing and technician dispatch optimization | Equipment-heavy service model (doors, docks, gates) creates recurring support needs—opportunity to formalize support operations",high,service_provider,"Licensed and bonded general contracting company specializing in commercial doors, loading dock equipment, gate systems, and waste management equipment repair and installation across the Eastern United States."
